Pacific Daylight Time,Cache-Data Flushes,Page Faults,Available Bytes,Transition Faults,Cache Faults,Cache Bytes,Standby Cache Core Bytes,Current Disk Queue Length,% Disk Time,Process-Page Faults,% Processor Time,Interrupts,Processor Performance(PPM_Processor_0)\% of Maximum Frequency,Processor Performance(PPM_Processor_1)\% of Maximum Frequency,Processor Performance(PPM_Processor_3)\Processor Frequency,Processor Performance(PPM_Processor_2)\% of Maximum Frequency,System Calls,Threads,Source,Destination,Protocol,Length,Information,LABEL
06:25.8,102.4231284,1725.981827,4618870784,767.6664178,9.126813422,155652096,130830336,0,0.960155563,1714.826833,55.23010222,8040.722625,62,62,1005,62,29889.29987,1853,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=15790 Ack=8075 Win=2611712 Len=0,NORMAL
06:26.8,13.76877815,1955.166498,4617048064,774.9855133,14.75226231,155684864,130830336,0,0.20144948,1938.447267,47.37531073,8333.061236,49,49,1005,49,32560.20988,1852,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=15790 Ack=8075 Win=2611712 Len=0,NORMAL
06:27.8,2.00831906,1902.882309,4612628480,805.3359431,12.04991436,155734016,130830336,0,0.02466171,1883.803278,43.12480532,7729.015903,49,49,1005,49,31671.19158,1851,NULL,NULL,NULL,NULL,NULL,NORMAL
06:28.8,9.925996731,2062.622121,4617793536,1034.288859,73.45237581,156016640,130830336,0,0.125818847,1982.221547,43.00896513,7691.654867,62,62,1005,62,31043.55478,1851,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=22861 Ack=11307 Win=2608384 Len=0,NORMAL
06:29.8,27.10578575,1455.681087,4614823936,744.9071491,25.09794977,156069888,130830336,0,0.399588484,1436.606645,43.52549691,8732.078683,49,49,1005,49,36671.11637,1850,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=25989 Ack=13009 Win=2606848 Len=0,NORMAL
06:30.8,29.14784369,1242.3012,4614361088,744.7776613,7.035686409,156033024,130830336,0,0.417126123,1232.25022,43.07056126,6857.784052,49,49,1005,49,25577.73539,1849,NULL,NULL,NULL,NULL,NULL,NORMAL
06:31.8,11.00064904,3651.215422,4613431296,1044.0616,24.00141608,156110848,130830336,0,0.151871891,3670.216543,30.81296242,5790.34163,62,61,1005,62,23097.36274,1847,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=28044 Ack=13777 Win=2606080 Len=0,NORMAL
06:32.8,22.67584874,1578.436254,4614537216,840.9782164,16.76040994,156110848,130830336,0,0.310741021,1499.563736,41.1097384,7388.383064,55,55,1005,55,27349.0454,1846,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=29447 Ack=14542 Win=2605312 Len=0,NORMAL
06:33.8,11.12003072,1698.331965,4613795840,825.9150092,8.087295072,156131328,130830336,0,0.140071935,1813.57592,39.98144504,6884.30993,52,53,1005,51,27486.69413,1846,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=29447 Ack=14542 Win=2605312 Len=0,NORMAL
06:34.8,3.019958908,686.5373252,4612915200,541.5792976,3.019958908,156143616,130830336,0,0.093445788,558.6923981,24.8876174,4108.150768,55,56,1005,55,14801.82526,1846,NULL,NULL,NULL,NULL,NULL,NORMAL
06:35.8,7.977326046,1936.495898,4612030464,1035.058054,12.96315483,156196864,130830336,0,0.116201058,1920.541246,45.46687238,7845.700166,62,62,1005,62,31447.61644,1846,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=32738 Ack=16075 Win=2603776 Len=0,NORMAL
06:36.8,21.86167897,1838.368459,4618326016,959.9264494,16.89311557,156225536,130830336,0,0.344692927,1819.487918,32.84988483,5562.803585,55,55,1005,55,21338.9861,1844,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=34463 Ack=17009 Win=2602752 Len=0,NORMAL
06:37.8,18.29041335,1002.924332,4617011200,761.0844223,2.03226815,156200960,130830336,0,0.235945637,1000.892064,38.47644354,5395.671939,53,53,1005,53,19223.22444,1835,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=34463 Ack=17009 Win=2602752 Len=0,NORMAL
06:38.8,1.99576419,2010.732422,4613898240,1021.831265,16.96399562,156270592,130830336,0,0.025396796,2267.18812,48.14428097,7638.787438,55,55,1005,55,36286.9845,1833,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=34463 Ack=17009 Win=2602752 Len=0,NORMAL
06:39.8,15.81227665,1064.363872,4614283264,726.3764587,8.894405617,156270592,130830336,0,0.25242053,770.8484868,42.87835206,6383.218431,51,50,1005,50,24062.33199,1831,::1,::1,TCP,64,"[TCP Retransmission] 63500  >  3306 [FIN, ACK] Seq=125 Ack=106 Win=2618880 Len=0",NORMAL
06:40.8,25.13016672,1972.215485,4613771264,991.1337756,81.42174019,156569600,130830336,0,0.332679267,1888.783331,42.67075257,6694.676415,49,49,1005,49,26344.45638,1830,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=39809 Ack=19470 Win=2600448 Len=0,NORMAL
06:41.8,23.13612602,2023.908068,4615315456,988.8179079,20.11837046,156594176,130830336,0,0.291564523,2001.77786,39.46702911,7221.489075,60,58,1005,60,28402.10949,1829,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=39809 Ack=19470 Win=2600448 Len=0,NORMAL
06:42.8,59.89320443,1466.385288,4615049216,798.576059,21.96084162,156655616,130830336,0,0.731944152,1442.428007,45.03945709,8440.948944,55,55,1005,55,31392.02488,1827,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=43444 Ack=21003 Win=2598912 Len=0,NORMAL
06:43.8,29.76284961,1586.359884,4615237632,729.1898155,15.87351979,156684288,130830336,0,0.344617204,1569.49427,49.23510219,7526.032572,62,62,1005,62,28729.08664,1825,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=45169 Ack=21937 Win=2597888 Len=0,NORMAL
06:44.8,11.15602934,1952.305135,4626038784,814.390142,9.127660371,156696576,130830336,0,0.162865607,1939.120737,38.57603883,8238.220577,62,62,1005,62,31328.15876,1823,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=47224 Ack=22705 Win=2597120 Len=0,NORMAL
06:45.8,4.91768871,1899.21138,4623396864,731.75208,12.78599065,156749824,130830336,0,0.075245322,1959.207182,39.31729791,7193.595045,49,49,1005,49,28992.72556,1822,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=48627 Ack=23473 Win=2596352 Len=0,NORMAL
06:46.8,24.48325289,1884.190337,4624609280,821.2091075,19.38257521,156782592,130830336,0,4.684088437,1772.995564,32.2533279,5403.657941,49,49,1005,49,23536.56712,1819,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=50352 Ack=24407 Win=2595328 Len=0,NORMAL
06:47.8,13.99758262,1062.816452,4625498112,751.870152,66.9884311,157036544,130830336,0,0.250561915,995.8280205,16.41895432,2938.492522,55,55,1005,55,10530.18144,1820,NULL,NULL,NULL,NULL,NULL,NORMAL
06:48.8,35.41371532,3188.218093,4624617472,1039.78603,22.62542923,157077504,130830336,0,0.411239349,3230.517809,40.82519957,8660.620824,62,61,1005,62,36222.32849,1821,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=50352 Ack=24407 Win=2595328 Len=0,NORMAL
06:49.8,9.018640628,1724.564502,4624834560,734.5181756,13.02692535,156737536,130830336,0,0.097479161,1635.380167,29.14483607,5015.366261,50,49,1005,53,19744.81055,1822,::1,::1,TCP/MYSQL/HTTP,64,80  >  63476 [ACK] Seq=50352 Ack=24407 Win=2595328 Len=0,NORMAL
06:50.8,40.08218049,877.7997528,4624871424,726.4895215,8.016436099,156725248,130830336,0,0.51384376,869.7833167,2.923683134,1210.481851,60,62,1005,61,4271.758386,1820,NULL,NULL,NULL,NULL,NULL,NORMAL
06:51.8,31.23319641,924.9056229,4625887232,731.4613096,6.04513479,156676096,130830336,0,0.611320705,918.8604881,0.436644445,1136.48534,62,62,1005,62,4305.143493,1816,NULL,NULL,NULL,NULL,NULL,NORMAL
06:52.8,2.984592637,875.480507,4627603456,723.2662825,1.989728425,156684288,130830336,0,0.049903729,873.4907786,2.065423431,990.8847556,62,62,1005,62,4396.304955,1810,NULL,NULL,NULL,NULL,NULL,NORMAL
06:53.8,1.999686649,1365.785981,4627349504,754.88171,0.999843325,156688384,130830336,0,0.02358554,1364.786138,2.752759453,1055.834551,62,62,1005,62,5739.100683,1791,NULL,NULL,NULL,NULL,NULL,NORMAL
06:54.8,2.997702561,991.2403134,4633624576,723.4455513,1.998468374,156696576,130830336,0,0.043848079,989.241845,2.024456196,1303.00138,62,62,1005,62,6101.323945,1789,::1,::1,TCP,64,63476  >  80 [ACK] Seq=28143 Ack=60628 Win=2558208 Len=0,NORMAL
06:55.8,16.98263526,1398.569962,4636192768,732.2512731,2.996935633,156700672,130830336,0,0.245301395,1394.574048,4.401550302,1493.472924,62,62,1005,62,6618.232857,1790,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
06:56.8,3.943476184,857.70607,4650201088,714.7550584,1.971738092,156708864,130830336,0,0.056423155,855.734332,0.639593872,689.1224632,62,62,1005,62,3582.648113,1785,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
06:57.8,2.014690519,877.397721,4650356736,730.3253131,0,156708864,130830336,0,0.021626938,877.397721,0.055996343,696.0755743,62,62,1005,62,4673.074658,1780,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
06:58.8,60.48419412,963.7148263,4651593728,729.842609,2.016139804,156717056,130830336,0,0.722949889,961.6986865,1.949119917,1069.562166,62,62,1005,62,4035.303818,1781,172.20.10.2,239.255.255.250,SSDP,206,M-SEARCH * HTTP/1.1 ,NORMAL
06:59.8,3.954275135,865.9862545,4651667456,715.7237994,1.977137567,156725248,130830336,0,0.06597013,864.009117,1.138723725,837.3177598,62,62,1005,62,4418.902463,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:00.8,2.004869226,1396.391416,4651847680,858.0840287,1.002434613,156729344,130830336,0,0.026954113,1395.388981,2.110911013,877.1302863,62,62,1005,62,6692.253476,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:01.8,6.082499989,972.1862482,4652658688,734.9687486,66.90749987,156213248,130830336,0,0.080861881,905.2787483,3.370762368,1053.286248,62,62,1005,62,5822.979989,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:02.8,2.974074988,878.3434799,4653019136,717.7434305,0,155951104,130830336,0,0.051947176,878.3434799,0.476912752,780.1990053,62,62,1005,62,4086.379034,1781,NULL,NULL,NULL,NULL,NULL,NORMAL
07:03.8,3.042490818,887.3931553,4653076480,734.2544508,2.028327212,155959296,130830336,0,0.051000674,886.3789917,0.963719039,730.1977964,62,62,1005,62,3936.983119,1782,NULL,NULL,NULL,NULL,NULL,NORMAL
07:04.8,1.985897349,1022.737135,4663123968,861.8794493,0.992948674,155963392,130830336,0,0.030295691,NULL,3.029708148,963.1602141,62,62,1005,62,5415.54207,1769,NULL,NULL,NULL,NULL,NULL,NORMAL
07:05.8,16.0056532,17892.31957,4638937088,8696.071452,25.00883312,156057600,130830336,0,0.192412515,17855.30649,38.65194802,6529.306151,61,61,1005,61,33386.79222,1785,::1,::1,TCP/MYSQL/HTTP,65,[TCP Keep-Alive] 63478  >  80 [ACK] Seq=0 Ack=1 Win=2618880 Len=1,NORMAL
07:06.8,12.90802516,900.582986,4640669696,720.8635588,0.992925012,156028928,130830336,0,0.191645751,899.590061,25.53012128,3778.079671,51,51,1005,52,12848.44966,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:07.8,26.15933915,4166.377824,4635168768,1049.391951,18.11031172,156069888,130830336,0,0.295566929,4144.242999,37.90372951,7019.758048,62,61,1005,61,27367.69939,1780,::1,::1,TCP/MYSQL/HTTP,64,80  >  63478 [ACK] Seq=2057 Ack=1869 Win=2617088 Len=0,NORMAL
07:08.8,13.0367506,955.6941017,4634492928,726.0467257,12.03392363,155041792,130830336,0,0.159749103,942.6573511,13.03677027,1992.617188,62,62,1005,62,7235.396583,1781,NULL,NULL,NULL,NULL,NULL,NORMAL
07:09.8,33.72467178,3175.078658,4636835840,1028.602489,21.82184645,155095040,130830336,0,0.346424781,3178.054364,41.47098162,7579.124031,62,62,1005,62,31229.04607,1782,::1,::1,TCP/MYSQL/HTTP,64,80  >  63478 [ACK] Seq=2057 Ack=1869 Win=2617088 Len=0,NORMAL
07:10.8,33.5903124,2853.200653,4634439680,744.9145749,26.67465984,155168768,130830336,0,0.38544238,2789.97183,64.12641979,10040.53956,61,61,1005,62,43441.16548,1780,::1,::1,TCP/MYSQL/HTTP,64,80  >  63478 [ACK] Seq=2057 Ack=1869 Win=2617088 Len=0,NORMAL
07:11.8,24.40640322,1928.105855,4630573056,762.7001007,20.33866935,155222016,130830336,0,0.297345086,1903.699451,43.183229,8108.010537,61,61,1005,61,30257.8384,1778,::1,::1,TCP/MYSQL/HTTP,64,80  >  63478 [ACK] Seq=2057 Ack=1869 Win=2617088 Len=0,NORMAL
07:12.8,17.98504723,1500.752275,4629200896,731.3919208,13.98837007,155254784,130830336,0,0.212088399,1484.765566,25.44392268,4660.125572,47,48,1005,43,17034.83724,1777,NULL,NULL,NULL,NULL,NULL,NORMAL
07:13.8,8.939050869,1217.697374,4630614016,992.2346465,4.966139372,155254784,130830336,0,0.126447437,1212.731235,1.461226659,1060.76737,56,55,1005,56,4621.4893,1778,NULL,NULL,NULL,NULL,NULL,NORMAL
07:14.8,76.59397864,2446.976055,4628664320,1094.487642,83.6486872,155549696,130830336,0,0.873747255,2360.303921,27.96678452,4889.920847,55,56,1005,56,18793.7436,1778,::1,::1,TCP/MYSQL/HTTP,64,80  >  63478 [ACK] Seq=24662 Ack=12143 Win=2606848 Len=0,NORMAL
07:15.8,26.77829181,894.5933042,4629671936,718.054936,0,155488256,130830336,0,0.365458499,894.5933042,1.207417435,966.0020824,62,62,1005,62,4118.897996,1778,NULL,NULL,NULL,NULL,NULL,NORMAL
07:16.8,19.04815564,924.3368159,4627783680,726.8375179,3.007603522,155492352,130830336,0,0.244366175,920.3266779,2.884094284,1130.858924,62,62,1005,62,4704.894444,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:17.8,4.034023356,882.4426092,4632088576,735.2007567,1.008505839,155496448,130830336,0,0.060695658,881.4341034,1.11299579,853.1959399,62,62,1005,62,4202.443832,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:18.8,2.966195457,1332.810492,4642471936,715.8418369,1.977463638,155504640,130830336,0,0.053201097,1330.833028,3.835017079,1690.73141,62,62,1005,62,6468.28356,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:19.8,2.009014044,946.2456148,4641841152,727.263084,1.004507022,155508736,130830336,0,0.029984622,945.2411078,0,855.8399828,62,62,1005,62,4589.592584,1780,::1,::1,TCP,64,"80  >  63478 [FIN, ACK] Seq=26717 Ack=12143 Win=2606848 Len=0",NORMAL
07:20.8,32.3954316,898.9732268,4642734080,732.9466399,8.098857899,155516928,130830336,0,0.434510293,890.8743689,3.908173181,1143.963678,62,62,1005,62,4796.548591,1780,NULL,NULL,NULL,NULL,NULL,NORMAL
07:21.8,26.68808831,4821.647954,4645859328,1036.881653,25.69964059,154542080,130830336,0,0.305726115,4790.017627,35.51314231,6158.029265,56,56,1005,56,27314.76416,1778,::1,::1,TCP/MYSQL/HTTP,64,"63478  >  80 [FIN, ACK] Seq=12143 Ack=26718 Win=2592256 Len=0",NORMAL
07:22.8,27.30094928,3101.185609,4627783680,748.2482396,19.21177913,154587136,130830336,0,0.317575724,3102.196756,35.1877847,6139.68015,55,55,1005,55,25258.43382,1778,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=4112 Ack=2803 Win=2617088 Len=0,NORMAL
07:23.8,4.944409021,2614.60349,4629254144,798.0276159,18.78875428,154648576,130830336,0,0.088117048,2565.1594,45.18683735,7510.557302,50,49,1005,50,29283.75686,1777,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=8222 Ack=4505 Win=2615296 Len=0,NORMAL
07:24.8,12.03655985,3049.261828,4630532096,773.3489702,13.0396065,154689536,130830336,0,0.19196881,3029.200895,43.96290395,7621.148476,49,49,1005,49,30196.71952,1776,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=8222 Ack=4505 Win=2615296 Len=0,NORMAL
07:25.8,20.01297041,2903.882006,4626485248,1552.005855,10.0064852,154710016,130830336,0,0.25839514,2927.89757,42.14604764,7421.810075,49,49,1005,49,30677.88234,1779,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=11513 Ack=6198 Win=2613504 Len=0,NORMAL
07:26.8,19.87635318,5011.822455,4624633856,3587.681749,71.55487146,154980352,130830336,0,0.281931366,5089.340232,21.57460745,4712.683339,61,62,1005,61,17062.85539,1778,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=11513 Ack=6198 Win=2613504 Len=0,NORMAL
07:27.8,20.21243471,2159.698649,4617482240,1052.057227,13.13808256,155013120,130830336,0,1.909845201,1948.478706,47.89608825,8293.161962,61,62,1005,61,32516.75434,1778,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=15977 Ack=8054 Win=2611712 Len=0,NORMAL
07:28.8,10.01357641,1930.617531,4617687040,984.3345608,11.01493405,155037696,130830336,0,0.147042551,1912.593094,29.19935211,6604.954998,49,49,1005,49,27689.54148,1778,::1,::1,TCP/MYSQL/HTTP,64,80  >  63512 [ACK] Seq=15977 Ack=8054 Win=2611712 Len=0,NORMAL
07:29.8,12.90420179,933.0730523,4618260480,720.6500382,5.95578544,155033600,130830336,0,0.185229469,927.1172668,3.836523181,1425.417982,49,49,1005,49,5844.610779,1779,NULL,NULL,NULL,NULL,NULL,NORMAL
07:30.8,2.99176815,866.6155074,4618268672,722.0133802,0.99725605,155037696,130830336,0,0.04953957,865.6182514,0,666.1670414,57,57,1005,56,3626.022998,1778,NULL,NULL,NULL,NULL,NULL,NORMAL
07:31.8,80.80308571,910.0447528,4621565952,731.2679257,4.040154285,154996736,130830336,0,0.873021901,906.0045985,3.33670415,1266.588368,62,62,1005,62,4137.117988,1778,NULL,NULL,NULL,NULL,NULL,NORMAL
07:32.8,12.99399937,1050.514872,4631130112,724.6653495,3.998153653,155004928,130830336,0,0.159012752,1045.51718,3.172039023,1532.292387,62,62,1005,62,6074.194937,1778,NULL,NULL,NULL,NULL,NULL,NORMAL
07:33.8,2.984993245,1286.532089,4633571328,721.3733675,0.994997748,155009024,130830336,0,0.055950794,1285.537091,1.27391292,903.4579555,62,62,1005,62,4854.594014,1779,::1,::1,TCP,64,80  >  63512 [ACK] Seq=15977 Ack=8054 Win=2611712 Len=0,NORMAL
07:34.8,1.973394303,904.8012881,4634357760,714.3687378,1.973394303,155017216,130830336,0,0.026602124,902.8278938,0.941987536,772.5838698,62,62,1005,62,4003.030344,1779,NULL,NULL,NULL,NULL,NULL,NORMAL
07:35.8,14.00867557,878.5440824,4634742784,726.4498904,6.003718103,155021312,130830336,0,0.193445719,872.5403642,0.721861818,823.5099997,62,62,1005,62,3871.397557,1778,NULL,NULL,NULL,NULL,NULL,NORMAL
07:36.8,5.047713512,2553.133494,4634562560,789.4623933,8.076341619,155033600,130830336,0,0.079331107,2545.057153,0,860.1303824,62,62,1005,62,4376.367615,1777,NULL,NULL,NULL,NULL,NULL,NORMAL
07:37.8,6.063447919,899.4114413,4634533888,731.6560489,3.03172396,155045888,130830336,0,0.133291779,896.3797174,2.892290137,854.9461566,62,62,1005,62,4332.333538,1776,NULL,NULL,NULL,NULL,NULL,NORMAL
07:38.8,8.914572543,895.4192865,4643168256,729.0139324,3.962032241,155049984,130830336,0,0.110329862,891.4572543,1.72554954,817.1691498,62,62,1005,62,4154.190805,1775,NULL,NULL,NULL,NULL,NULL,NORMAL
07:39.8,3.984426868,894.5038318,4643487744,728.1540101,3.984426868,155066368,130830336,0,0.06544367,890.5194049,2.320794529,827.7646817,62,62,1005,62,4384.861768,1774,NULL,NULL,NULL,NULL,NULL,NORMAL
07:40.8,3.028087327,941.7351586,4643700736,730.7784082,65.60855875,155332608,130830336,0,0.051357808,876.1265999,1.840252492,613.6923649,62,62,1005,62,3571.124321,1772,NULL,NULL,NULL,NULL,NULL,NORMAL
07:41.8,5.980426662,869.1553415,4643794944,721.6381505,0.996737777,155336704,130830336,0,0.091912525,868.1586037,1.101335528,700.7066572,62,62,1005,62,4395.613596,1772,NULL,NULL,NULL,NULL,NULL,NORMAL
07:42.8,2.962076827,862.9517155,4649533440,715.8352331,0.987358942,155340800,130830336,0,0.040087838,861.9643565,0.875790896,677.3282343,62,62,1005,62,3821.079106,1771,NULL,NULL,NULL,NULL,NULL,NORMAL
07:43.8,3.002867438,1027.98162,4662419456,870.8315571,1.000955813,155344896,130830336,0,0.048796943,NULL,1.076705791,939.8975081,62,62,1005,62,4945.722671,1753,NULL,NULL,NULL,NULL,NULL,NORMAL
07:44.8,4.039720144,883.6887816,4662538240,729.1694861,2.019860072,155353088,130830336,0,0.063980186,881.6689215,1.766812574,872.5795512,62,62,1005,62,5987.875184,1748,NULL,NULL,NULL,NULL,NULL,NORMAL
07:45.8,1.982188647,858.2876844,4662673408,713.5879131,0.991094324,155357184,130830336,0,0.029027225,857.29659,0.510022916,618.442858,62,62,1005,62,3844.454882,1747,NULL,NULL,NULL,NULL,NULL,NORMAL
07:46.8,6.04983064,875.2088326,4662910976,726.9879819,1.008305107,155361280,130830336,0,0.090101554,874.2005275,1.139488216,796.5610343,62,62,1005,62,3829.542795,1741,NULL,NULL,NULL,NULL,NULL,NORMAL
07:47.8,46.64777905,878.1951447,4663078912,731.1532325,1.014082153,155365376,130830336,0,0.427526631,877.1810625,0.178717489,889.3500484,62,62,1005,62,3569.569179,1738,NULL,NULL,NULL,NULL,NULL,NORMAL
07:48.8,7.890762649,1286.194312,4663279616,914.342122,1.972690662,155373568,130797568,0,0.079348177,1282.24893,2.898605478,1064.266612,62,62,1005,62,8163.980306,1743,NULL,NULL,NULL,NULL,NULL,NORMAL
07:49.8,2.024113671,896.6823562,4663185408,728.6809216,1.012056835,155377664,130797568,0,0.025513602,895.6702994,1.167684984,638.6078632,62,62,1005,62,3961.190454,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:50.8,30.99363391,873.8205173,4663304192,719.8521424,6.998562495,155381760,130797568,0,0.371903685,866.8219548,1.192145372,868.8215441,62,62,1005,62,3932.192328,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:51.8,5.970022725,864.6582913,4663234560,716.402727,1.990007575,155389952,130797568,0,0.106864523,862.6682837,2.053291368,695.5076474,62,62,1005,62,3815.839525,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:52.8,2.988367183,866.6264831,4663345152,717.2081239,0.996122394,155394048,130797568,0,0.051925067,865.6303607,1.560391602,596.6773142,62,62,1005,62,3596.997966,1747,NULL,NULL,NULL,NULL,NULL,NORMAL
07:53.8,1.987012884,861.3700851,4663767040,715.3246382,1.987012884,155402240,130797568,0,0.022036183,859.3830722,0,606.0389296,62,62,1005,62,3911.434862,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:54.8,3.026062264,872.5146194,4663021568,726.2549433,1.008687421,155406336,130797568,0,0.043920062,871.505932,0.703235448,574.9518301,62,62,1005,62,3509.223539,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:55.8,1.994478884,865.6038355,4663336960,718.0123981,1.994478884,155414528,130797568,0,0.025768469,863.6093566,1.055908902,563.4402846,62,62,1005,62,3511.280074,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:56.8,2.97745885,859.4931214,4663357440,714.590124,0.992486283,155418624,130797568,0,0.04355775,858.5006351,0,692.7554258,62,62,1005,62,3799.237493,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:57.8,2.021201801,876.1909805,4663357440,727.6326482,1.0106009,155422720,130797568,0,0.025620548,875.1803796,0.906724833,700.3464239,62,62,1005,62,4206.120947,1746,NULL,NULL,NULL,NULL,NULL,NORMAL
07:58.8,1.97613286,854.677462,4665774080,711.4078297,0.98806643,155426816,130797568,0,0.028939851,853.6893956,0.423545439,635.3267145,62,62,1005,62,3514.552292,1743,NULL,NULL,NULL,NULL,NULL,NORMAL
07:59.8,5.039805391,1389.978327,4665716736,749.9230422,3.023883235,155439104,130797568,0,0.076520996,1386.954444,2.751832896,896.0773985,61,62,1005,62,4218.317112,1740,NULL,NULL,NULL,NULL,NULL,NORMAL
08:00.8,1.996017347,1391.224091,4665610240,852.299407,0.998008673,155443200,130797568,0,0.028364737,1390.226082,0,784.4348172,62,62,1005,62,4955.113063,1725,NULL,NULL,NULL,NULL,NULL,NORMAL
08:01.8,5.039888703,959.5948091,4666179584,727.7599287,66.52653088,154927104,130797568,0,0.080786638,897.1001892,2.351585498,866.8608569,62,62,1005,62,5014.68926,1727,NULL,NULL,NULL,NULL,NULL,NORMAL
08:02.8,1.989780487,864.5596218,4666482688,716.3209755,0.994890244,154669056,130797568,0,0.027899432,859.5851706,1.683323184,619.8166218,62,62,1005,62,3507.982999,1725,NULL,NULL,NULL,NULL,NULL,NORMAL
08:03.8,26.97300811,879.1202644,4667125760,721.2782169,1.998000601,154677248,130797568,0,0.288259068,877.1222638,7.895872656,1764.234531,62,62,1005,62,6860.135063,1719,NULL,NULL,NULL,NULL,NULL,NORMAL
08:04.8,1.982897706,866.5262973,4666777600,716.8175206,0.991448853,154681344,130797568,0,0.061191089,865.5348485,6.278838234,1050.935784,61,62,1005,62,4682.612932,1719,NULL,NULL,NULL,NULL,NULL,NORMAL
08:05.8,3.030200799,5091.74741,4656652288,781.7918062,1.010066933,154685440,130797568,0,0.080240163,5089.727276,18.72072494,3374.633623,62,62,1005,62,13228.84662,1719,NULL,NULL,NULL,NULL,NULL,NORMAL
08:06.8,6.938795659,881.2270487,4653187072,713.7046964,0.991256523,154689536,130797568,0,0.130067872,880.2357922,11.71948002,3075.86899,61,61,1005,60,12078.46073,1720,::1,::1,TCP,65,[TCP Keep-Alive] 63526  >  80 [ACK] Seq=0 Ack=1 Win=2618880 Len=1,NORMAL
08:07.8,11.04995463,15309.20988,4632174592,8731.473244,31.14078124,154783744,130797568,0,0.15270766,15261.99643,32.50413841,6185.965513,62,62,1005,62,34698.86664,1735,::1,::1,TCP/MYSQL/HTTP,64,"63512  >  80 [FIN, ACK] Seq=8819 Ack=19613 Win=2599168 Len=0",NORMAL
08:08.8,22.98534684,2320.520668,4632260608,928.4081398,31.979613,154394624,130797568,0,0.359770859,2286.542329,27.39402963,5016.801789,57,55,1005,56,19722.42695,1737,::1,::1,TCP/MYSQL/HTTP,64,80  >  63526 [ACK] Seq=1890 Ack=1694 Win=2617088 Len=0,NORMAL
08:09.8,16.01880768,949.1143552,4632879104,728.8557495,6.007052881,154382336,130797568,0,0.336307403,943.1073023,17.47816305,2630.087986,51,50,1005,54,9735.430369,1737,NULL,NULL,NULL,NULL,NULL,NORMAL
08:10.8,19.9326456,2422.813072,4632350720,1059.420113,16.94274876,154423296,130797568,0,0.250870712,2402.880427,25.63939341,4333.357153,62,62,1005,62,18268.26969,1740,::1,::1,TCP/MYSQL/HTTP,64,80  >  63526 [ACK] Seq=1890 Ack=1694 Win=2617088 Len=0,NORMAL
